Customer ID,probablity of purchase
12346.0,0.11038206565659525
12347.0,0.9389519983813273
12348.0,0.2525354314503367
12349.0,0.001678777251168079
12350.0,0.00013047405717896764
12351.0,3.065526310210435e-05
12352.0,0.02096151297032013
12353.0,0.00020510204276225096
12354.0,0.00011333051365759773
12355.0,0.00028745198209439716
12356.0,0.011343723452338453
12357.0,3.065526310210435e-05
12358.0,0.005166448679249399
12359.0,0.997928854423557
12360.0,0.44938021936688777
12361.0,0.010333386910866807
12362.0,0.9555687888869565
12363.0,0.0013831456332301024
12364.0,0.003938735391951254
12365.0,0.00013047405717896764
12366.0,3.6971331927822165e-05
12368.0,3.6971331927822165e-05
12369.0,0.0003511304478062986
12370.0,0.05638822162320908
12371.0,0.0003955591838452484
12372.0,0.006751533265330683
12373.0,0.0024422266270684076
12374.0,0.00012329083825745606
12375.0,7.342716863274591e-05
12376.0,7.445245545216185e-05
12377.0,0.01589466578042005
12378.0,0.00045372788627239376
12379.0,0.06463627910182221
12380.0,0.7586865032285149
12381.0,0.0005872492927518486
12382.0,6.556454373626769e-05
12383.0,0.5050787057216688
12384.0,0.0008965449581211484
12385.0,3.065526310210435e-05
12386.0,0.0012341128347627276
12387.0,2.6501900811148154e-05
12388.0,0.9427066389986627
12389.0,0.0005775279626660649
12390.0,7.342716863274591e-05
12391.0,0.0037118485427740035
12392.0,5.0765574577041164e-05
12393.0,0.07168048273677463
12394.0,0.0003720605285767676
12395.0,0.9999652500618682
12396.0,6.041582999606272e-05
12397.0,0.0001192467700752939
12398.0,4.8082140663141574e-05
12399.0,0.7753516946167472
12400.0,2.6501900811148154e-05
12401.0,0.00013047405717896764
12402.0,0.16837749759939108
12403.0,0.00021238769908363457
12404.0,6.556454373626769e-05
12405.0,0.0001192467700752939
12406.0,0.08755867764894817
12407.0,0.04523063051743871
12408.0,0.7464804746869063
12409.0,0.5374657576502122
12410.0,0.0005761657909094123
12411.0,2.6501900811148154e-05
12412.0,0.29360098084826486
12413.0,0.020392871479950773
12414.0,0.03942136832698188
12415.0,0.9999998250953237
12416.0,6.041582999606272e-05
12417.0,0.9999998948978848
12418.0,0.017083762118457878
12419.0,7.445245545216185e-05
12420.0,4.8082140663141574e-05
12421.0,0.16281781592688435
12422.0,0.9975875212928124
12423.0,0.9998692949976987
12424.0,0.0037495802177486635
12425.0,0.0006971490763794378
12426.0,0.0015821420749614163
12427.0,0.0003668956337226768
12428.0,0.11611627578609823
12429.0,0.22562843999639742
12430.0,4.8082140663141574e-05
12431.0,0.9999999901398446
12432.0,0.00044037081484528206
12433.0,0.12368243177059783
12434.0,0.12430490316458687
12435.0,0.11218659417660459
12436.0,7.342716863274591e-05
12437.0,0.9999999975851708
12438.0,0.0001192467700752939
12439.0,0.00026260185016238814
12440.0,0.0001709552593073423
12441.0,8.328304589199452e-05
12443.0,4.371101339045917e-05
12444.0,0.03496386806722083
12445.0,7.445245545216185e-05
12446.0,4.8082140663141574e-05
12447.0,0.00011333051365759773
12448.0,4.8082140663141574e-05
12449.0,0.07245085940359285
12450.0,0.0587693729345337
12451.0,0.8013913202462168
12453.0,0.0001192467700752939
12454.0,0.001967737073267049
12455.0,0.9948779481485138
12456.0,0.052790134924173934
12457.0,0.28069014574624535
12458.0,0.010968790190862669
12459.0,5.0765574577041164e-05
12460.0,4.26799455549092e-05
12461.0,0.0008019423237989078
12462.0,0.00013047405717896764
12463.0,0.034210801214762526
12464.0,0.11886877410479152
12465.0,9.99671387160978e-05
12466.0,6.556454373626769e-05
12467.0,7.445245545216185e-05
12468.0,0.8294406201950006
12469.0,0.0001864822923404323
12470.0,6.556454373626769e-05
